Nom latin,Classe,Ordre,Famille,Nom du gène,Nom de l'espèce,Synonymes,Forme,Type,Vitesse de croissance,Hauteur à maturité (m),Infradensité (tMS/m3),Potentiel allergisant
Acacia perangusta,Magnoliopsida,Fabales,Fabaceae,Acacia,perangusta,,Grand arbuste,Feuillus,Moyenne,2,0.724,1
Acacia peuce,Magnoliopsida,Fabales,Fabaceae,Acacia,peuce,,Grand arbuste,Feuillus,Lente,4,1.227,1
Acacia phasmoides,Magnoliopsida,Fabales,Fabaceae,Acacia,phasmoides,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia pinetorum,Magnoliopsida,Fabales,Fabaceae,Acacia,pinetorum,Vachellia insularis. Vachellia peninsularis,Arbuste ou buisson,Feuillus,Moyenne,1,0.724,1
Acacia platycarpa,Magnoliopsida,Fabales,Fabaceae,Acacia,platycarpa,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia podalyriifolia,Magnoliopsida,Fabales,Fabaceae,Acacia,podalyriifolia,,Grand arbuste,Feuillus,Rapide,4,0.680,1
Acacia polyacantha,Magnoliopsida,Fabales,Fabaceae,Acacia,polyacantha,Acacia suma,Grand arbuste,Feuillus,Rapide,14,0.639,1
Acacia polyphylla,Magnoliopsida,Fabales,Fabaceae,Acacia,polyphylla,,Grand arbuste,Feuillus,Inconnue,4,0.629,1
Acacia pravissima,Magnoliopsida,Fabales,Fabaceae,Acacia,pravissima,,Grand arbuste,Feuillus,Moyenne,5,0.724,1
Acacia prominens,Magnoliopsida,Fabales,Fabaceae,Acacia,prominens,,Arbre,Feuillus,Rapide,15,0.724,1
Acacia pruinocarpa,Magnoliopsida,Fabales,Fabaceae,Acacia,pruinocarpa,,Grand arbuste,Feuillus,Lente,3,0.939,1
Acacia pubescens,Magnoliopsida,Fabales,Fabaceae,Acacia,pubescens,,Grand arbuste,Feuillus,Moyenne,1,0.617,1
Acacia pycnantha,Magnoliopsida,Fabales,Fabaceae,Acacia,pycnantha,,Grand arbuste,Feuillus,Rapide,7,0.724,1
Acacia pyrifolia,Magnoliopsida,Fabales,Fabaceae,Acacia,pyrifolia,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia quadrilateralis,Magnoliopsida,Fabales,Fabaceae,Acacia,quadrilateralis,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia quornensis,Magnoliopsida,Fabales,Fabaceae,Acacia,quornensis,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia redolens,Magnoliopsida,Fabales,Fabaceae,Acacia,redolens,,Arbuste ou buisson,Feuillus,Rapide,1,0.724,1
Acacia reficiens,Magnoliopsida,Fabales,Fabaceae,Acacia,reficiens,,Grand arbuste,Feuillus,Rapide,6,0.724,1
Acacia retinodes,Magnoliopsida,Fabales,Fabaceae,Acacia,retinodes,,Grand arbuste,Feuillus,Rapide,6,0.724,1
Acacia retivenea,Magnoliopsida,Fabales,Fabaceae,Acacia,retivenea,,Grand arbuste,Feuillus,Lente,3,0.724,1
Acacia retusa,Magnoliopsida,Fabales,Fabaceae,Acacia,retusa,Acacia riparia. Senegalia westiana. Acacia westiana,Grand arbuste,Feuillus,Rapide,7,0.724,1
Acacia rhigiophylla,Magnoliopsida,Fabales,Fabaceae,Acacia,rhigiophylla,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia riceana,Magnoliopsida,Fabales,Fabaceae,Acacia,riceana,,Grand arbuste,Feuillus,Moyenne,3,0.724,1
Acacia rigens,Magnoliopsida,Fabales,Fabaceae,Acacia,rigens,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia rigidula,Magnoliopsida,Fabales,Fabaceae,Acacia,rigidula,Acacia amentacea,Grand arbuste,Feuillus,Lente,4,0.724,1
Acacia rivalis,Magnoliopsida,Fabales,Fabaceae,Acacia,rivalis,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia roemeriana,Magnoliopsida,Fabales,Fabaceae,Acacia,roemeriana,Acacia malacophylla,Grand arbuste,Feuillus,Moyenne,4,0.724,1
Acacia rostellifera,Magnoliopsida,Fabales,Fabaceae,Acacia,rostellifera,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia roycei,Magnoliopsida,Fabales,Fabaceae,Acacia,roycei,,Grand arbuste,Feuillus,Lente,1,0.724,1
Acacia rubida,Magnoliopsida,Fabales,Fabaceae,Acacia,rubida,,Grand arbuste,Feuillus,Rapide,4,0.724,1
Acacia ruppii,Magnoliopsida,Fabales,Fabaceae,Acacia,ruppii,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia salicina,Magnoliopsida,Fabales,Fabaceae,Acacia,salicina,,Arbre,Feuillus,Rapide,12,0.581,1
Acacia saligna,Magnoliopsida,Fabales,Fabaceae,Acacia,saligna,Acacia cyanophylla,Grand arbuste,Feuillus,Rapide,5,0.724,1
Acacia schaffneri,Magnoliopsida,Fabales,Fabaceae,Acacia,schaffneri,,Grand arbuste,Feuillus,Moyenne,6,0.724,1
Acacia schottii,Magnoliopsida,Fabales,Fabaceae,Acacia,schottii,,Arbuste ou buisson,Feuillus,Moyenne,1,0.724,1
Acacia sclerosperma,Magnoliopsida,Fabales,Fabaceae,Acacia,sclerosperma,,Grand arbuste,Feuillus,Lente,1,0.860,1
Acacia semilunata,Magnoliopsida,Fabales,Fabaceae,Acacia,semilunata,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia semirigida,Magnoliopsida,Fabales,Fabaceae,Acacia,semirigida,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia semperflorens,Magnoliopsida,Fabales,Fabaceae,Acacia,semperflorens,,Arbre,Feuillus,Moyenne,12,0.724,1
Acacia senegal,Magnoliopsida,Fabales,Fabaceae,Acacia,senegal,,Arbre,Feuillus,Lente,12,0.724,1
Acacia siculiformis,Magnoliopsida,Fabales,Fabaceae,Acacia,siculiformis,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia sieberiana,Magnoliopsida,Fabales,Fabaceae,Acacia,sieberiana,,Arbre,Feuillus,Moyenne,21,0.724,1
Acacia simsii,Magnoliopsida,Fabales,Fabaceae,Acacia,simsii,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia sparsiflora,Magnoliopsida,Fabales,Fabaceae,Acacia,sparsiflora,,Grand arbuste,Feuillus,Moyenne,4,0.724,1
Acacia spathulifolia,Magnoliopsida,Fabales,Fabaceae,Acacia,spathulifolia,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia spectabilis,Magnoliopsida,Fabales,Fabaceae,Acacia,spectabilis,,Grand arbuste,Feuillus,Rapide,3,0.766,1
Acacia sphaerocephala,Magnoliopsida,Fabales,Fabaceae,Acacia,sphaerocephala,,Grand arbuste,Feuillus,Moyenne,3,0.724,1
Acacia stenophylla,Magnoliopsida,Fabales,Fabaceae,Acacia,stenophylla,,Grand arbuste,Feuillus,Rapide,12,0.764,1
Acacia stricta,Magnoliopsida,Fabales,Fabaceae,Acacia,stricta,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia suaveolens,Magnoliopsida,Fabales,Fabaceae,Acacia,suaveolens,,Grand arbuste,Feuillus,Rapide,3,0.724,1
Acacia subulata,Magnoliopsida,Fabales,Fabaceae,Acacia,subulata,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia tenuissima,Magnoliopsida,Fabales,Fabaceae,Acacia,tenuissima,,Grand arbuste,Feuillus,Lente,1,0.724,1
Acacia terminalis,Magnoliopsida,Fabales,Fabaceae,Acacia,terminalis,,Grand arbuste,Feuillus,Rapide,6,0.724,1
Acacia tetragonophylla,Magnoliopsida,Fabales,Fabaceae,Acacia,tetragonophylla,,Grand arbuste,Feuillus,Lente,1,0.938,1
Acacia tortilis,Magnoliopsida,Fabales,Fabaceae,Acacia,tortilis,,Grand arbuste,Feuillus,Rapide,12,0.724,1
Acacia tortuosa,Magnoliopsida,Fabales,Fabaceae,Acacia,tortuosa,Mimosa tortuosa. Poponax tortuosa,Grand arbuste,Feuillus,Moyenne,6,0.724,1
Acacia torulosa,Magnoliopsida,Fabales,Fabaceae,Acacia,torulosa,,Grand arbuste,Feuillus,Moyenne,4,0.724,1
Acacia trinervata,Magnoliopsida,Fabales,Fabaceae,Acacia,trinervata,,Grand arbuste,Feuillus,Moyenne,1,0.758,1
Acacia trineura,Magnoliopsida,Fabales,Fabaceae,Acacia,trineura,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia triptera,Magnoliopsida,Fabales,Fabaceae,Acacia,triptera,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia umbellata,Magnoliopsida,Fabales,Fabaceae,Acacia,umbellata,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia uncifera,Magnoliopsida,Fabales,Fabaceae,Acacia,uncifera,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia undoolyana,Magnoliopsida,Fabales,Fabaceae,Acacia,undoolyana,,Grand arbuste,Feuillus,Lente,4,0.724,1
Acacia urophylla,Magnoliopsida,Fabales,Fabaceae,Acacia,urophylla,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia venulosa,Magnoliopsida,Fabales,Fabaceae,Acacia,venulosa,,Grand arbuste,Feuillus,Moyenne,0,0.724,1
Acacia verniciflua,Magnoliopsida,Fabales,Fabaceae,Acacia,verniciflua,,Grand arbuste,Feuillus,Moyenne,4,0.724,1
Acacia verticillata,Magnoliopsida,Fabales,Fabaceae,Acacia,verticillata,,Grand arbuste,Feuillus,Moyenne,6,0.724,1
Acacia vestita,Magnoliopsida,Fabales,Fabaceae,Acacia,vestita,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia victoriae,Magnoliopsida,Fabales,Fabaceae,Acacia,victoriae,,Grand arbuste,Feuillus,Moyenne,1,0.692,1
Acacia visco,Magnoliopsida,Fabales,Fabaceae,Acacia,visco,,Arbre,Feuillus,Moyenne,12,0.688,1
Acacia wardellii,Magnoliopsida,Fabales,Fabaceae,Acacia,wardellii,,Grand arbuste,Feuillus,Moyenne,2,0.724,1
Acacia wattsiana,Magnoliopsida,Fabales,Fabaceae,Acacia,wattsiana,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acacia wiseana,Magnoliopsida,Fabales,Fabaceae,Acacia,wiseana,,Grand arbuste,Feuillus,Lente,1,0.724,1
Acacia xanthina,Magnoliopsida,Fabales,Fabaceae,Acacia,xanthina,,Grand arbuste,Feuillus,Moyenne,1,0.724,1
Acalypha amentacea,Magnoliopsida,Euphorbiales,Euphorbiaceae,Acalypha,amentacea,,Grand arbuste,Feuillus,Rapide,3,0.508,0
Acalypha berteroana,Magnoliopsida,Euphorbiales,Euphorbiaceae,Acalypha,berteroana,,Arbuste ou buisson,Feuillus,Inconnue,2,0.508,0
Acalypha bisetosa,Magnoliopsida,Euphorbiales,Euphorbiaceae,Acalypha,bisetosa,,Arbuste ou buisson,Feuillus,Inconnue,0,0.508,0
Acalypha hispida,Magnoliopsida,Euphorbiales,Euphorbiaceae,Acalypha,hispida,,Arbuste ou buisson,Feuillus,Rapide,1,0.508,0
Acalypha macrostachya,Magnoliopsida,Euphorbiales,Euphorbiaceae,Acalypha,macrostachya,,Grand arbuste,Feuillus,Rapide,6,0.508,0
Acalypha portoricensis,Magnoliopsida,Euphorbiales,Euphorbiaceae,Acalypha,portoricensis,,Arbuste ou buisson,Feuillus,Inconnue,2,0.508,0
Acalypha wilkesiana,Magnoliopsida,Euphorbiales,Euphorbiaceae,Acalypha,wilkesiana,,Grand arbuste,Feuillus,Rapide,3,0.508,0
Acca sellowiana,Magnoliopsida,Myrtales,Myrtaceae,Acca,sellowiana,Feijoa sellowiana,Grand arbuste,Feuillus,Lente,4,0.750,0
Acer barbatum,Magnoliopsida,Sapindales,Sapindaceae,Acer,barbatum,Acer saccharinum var. floridanum. Acer barbatum var. longii. Acer saccharum ssp. floridanum. Acer nigrum var. floridanum. Acer barbatum var. villipes. Saccharodendron barbatum. Acer floridanum var. villipes. Acer floridanum var. longii. Saccharodendron floridanum. Acer saccharum var. floridanum. Acer floridanum,Arbre,Feuillus,Moyenne,15,0.513,0
Acer buergerianum,Magnoliopsida,Sapindales,Sapindaceae,Acer,buergerianum,,Arbre,Feuillus,Moyenne,7,0.620,0
Acer caesium,Magnoliopsida,Sapindales,Sapindaceae,Acer,caesium,,Arbre,Feuillus,Inconnue,15,0.499,0
Acer campbellii,Magnoliopsida,Sapindales,Sapindaceae,Acer,campbellii,,Arbre,Feuillus,Inconnue,13,0.499,0
Acer campestre,Magnoliopsida,Sapindales,Sapindaceae,Acer,campestre,,Arbre,Feuillus,Lente,9,0.525,2
Acer capillipes,Magnoliopsida,Sapindales,Sapindaceae,Acer,capillipes,,Arbre,Feuillus,Moyenne,14,0.513,0
Acer cappadocicum,Magnoliopsida,Sapindales,Sapindaceae,Acer,cappadocicum,,Arbre,Feuillus,Rapide,7,0.513,0
Acer cappadocicum ssp. lobelii,Magnoliopsida,Sapindales,Sapindaceae,Acer,cappadocicum ssp. lobelii,Acer lobelii,Arbre,Feuillus,Inconnue,18,0.513,0
Acer carpinifolium,Magnoliopsida,Sapindales,Sapindaceae,Acer,carpinifolium,,Grand arbuste,Feuillus,Moyenne,4,0.513,0
Acer circinatum,Magnoliopsida,Sapindales,Sapindaceae,Acer,circinatum,,Grand arbuste,Feuillus,Moyenne,6,0.513,0
Acer cissifolium,Magnoliopsida,Sapindales,Sapindaceae,Acer,cissifolium,,Grand arbuste,Feuillus,Moyenne,2,0.513,0
Acer conspicuum,Magnoliopsida,Sapindales,Sapindaceae,Acer,x conspicuum,,Grand arbuste,Feuillus,Inconnue,6,0.513,0
Acer crataegifolium,Magnoliopsida,Sapindales,Sapindaceae,Acer,crataegifolium,,Grand arbuste,Feuillus,Moyenne,2,0.513,0
Acer davidii,Magnoliopsida,Sapindales,Sapindaceae,Acer,davidii,,Arbre,Feuillus,Moyenne,12,0.458,0
Acer davidii ssp. grosseri,Magnoliopsida,Sapindales,Sapindaceae,Acer,davidii ssp. grosseri,Acer grosseri v. herserai,Grand arbuste,Feuillus,Moyenne,3,0.513,0
Acer distylum,Magnoliopsida,Sapindales,Sapindaceae,Acer,distylum,,Grand arbuste,Feuillus,Moyenne,4,0.513,0
Acer forrestii,Magnoliopsida,Sapindales,Sapindaceae,Acer,forrestii,,Grand arbuste,Feuillus,Moyenne,5,0.513,0
Acer freemanii,Magnoliopsida,Sapindales,Sapindaceae,Acer,x freemanii,,Arbre,Feuillus,Rapide,12,0.513,0
Acer glabrum,Magnoliopsida,Sapindales,Sapindaceae,Acer,glabrum,,Grand arbuste,Feuillus,Moyenne,6,0.513,0
Acer grandidentatum,Magnoliopsida,Sapindales,Sapindaceae,Acer,grandidentatum,,Grand arbuste,Feuillus,Moyenne,17,0.513,0
Acer griseum,Magnoliopsida,Sapindales,Sapindaceae,Acer,griseum,,Arbre,Feuillus,Lente,9,0.513,0
Acer heldreichii,Magnoliopsida,Sapindales,Sapindaceae,Acer,heldreichii,,Grand arbuste,Feuillus,Moyenne,5,0.513,0
Acer heldreichii ssp. trautvetteri,Magnoliopsida,Sapindales,Sapindaceae,Acer,heldreichii ssp. trautvetteri,Acer trautvetteri,Grand arbuste,Feuillus,Inconnue,5,0.513,0
Acer henryi,Magnoliopsida,Sapindales,Sapindaceae,Acer,henryi,,Arbre,Feuillus,Inconnue,9,0.513,0
Acer hyrcanum,Magnoliopsida,Sapindales,Sapindaceae,Acer,hyrcanum,,Grand arbuste,Feuillus,Lente,4,0.513,0
Acer japonicum,Magnoliopsida,Sapindales,Sapindaceae,Acer,japonicum,,Grand arbuste,Feuillus,Lente,9,0.513,2
Acer leucoderme,Magnoliopsida,Sapindales,Sapindaceae,Acer,leucoderme,Acer saccharum var. leucoderme. Acer saccharum ssp. leucoderme. Acer nigrum var. leucoderme. Saccharodendron leucoderme,Arbre,Feuillus,Lente,9,0.513,0
Acer lobelii,Magnoliopsida,Sapindales,Sapindaceae,Acer,campestre x lobelii,Acer x zoeschense,Arbre,Feuillus,Inconnue,19,0.513,0
Acer macrophyllum,Magnoliopsida,Sapindales,Sapindaceae,Acer,macrophyllum,,Arbre,Feuillus,Rapide,18,0.440,0
Acer mandshuricum,Magnoliopsida,Sapindales,Sapindaceae,Acer,mandshuricum,,Arbre,Feuillus,Inconnue,27,0.585,0
Acer miyabei,Magnoliopsida,Sapindales,Sapindaceae,Acer,miyabei,,Arbre,Feuillus,Moyenne,9,0.513,0
Acer monspessulanum,Magnoliopsida,Sapindales,Sapindaceae,Acer,monspessulanum,,Arbre,Feuillus,Moyenne,9,0.513,2
Acer negundo,Magnoliopsida,Sapindales,Sapindaceae,Acer,negundo,,Arbre,Feuillus,Rapide,18,0.416,2
Acer negundo ssp. negundo,Magnoliopsida,Sapindales,Sapindaceae,Acer,negundo ssp. negundo,Acer negundo v. variegatum,Arbre,Feuillus,Rapide,21,0.513,0
Acer nigrum,Magnoliopsida,Sapindales,Sapindaceae,Acer,nigrum,Acer saccharum ssp. nigrum. Saccharodendron nigrum. Acer nigrum var. palmeri. Acer saccharum var. viride. Acer saccharum var. nigrum,Arbre,Feuillus,Moyenne,27,0.520,0
Acer nikoense,Magnoliopsida,Sapindales,Sapindaceae,Acer,nikoense,Acer maximowiczianum,Grand arbuste,Feuillus,Moyenne,4,0.513,0
Acer oblongum,Magnoliopsida,Sapindales,Sapindaceae,Acer,oblongum,,Arbre,Feuillus,Moyenne,9,0.603,0
Acer obtusifolium,Magnoliopsida,Sapindales,Sapindaceae,Acer,obtusifolium,Acer syriacum,Grand arbuste,Feuillus,Moyenne,3,0.513,0
Acer opalus,Magnoliopsida,Sapindales,Sapindaceae,Acer,opalus,,Grand arbuste,Feuillus,Moyenne,5,0.513,0
Acer palmatum,Magnoliopsida,Sapindales,Sapindaceae,Acer,palmatum,Acer polymorphum,Grand arbuste,Feuillus,Lente,6,0.513,0
Acer palmatum v. dissectum,Magnoliopsida,Sapindales,Sapindaceae,Acer,palmatum v. dissectum,,Grand arbuste,Feuillus,Inconnue,3,0.513,0
Acer pensylvanicum,Magnoliopsida,Sapindales,Sapindaceae,Acer,pensylvanicum,,Arbre,Feuillus,Lente,10,0.440,0
Acer pictum ssp. Mono,Magnoliopsida,Sapindales,Sapindaceae,Acer,pictum ssp. Mono,Acer mono Maxim.. Acer mono,Arbre,Feuillus,Rapide,12,0.513,0
Acer platanoides,Magnoliopsida,Sapindales,Sapindaceae,Acer,platanoides,Acer platanoides var. schwedleri,Arbre,Feuillus,Rapide,15,0.517,2
Acer platanoides,Magnoliopsida,Sapindales,Sapindaceae,Acer,truncatum x platanoides,,Arbre,Feuillus,Inconnue,12,0.517,2
Acer platanoides ssp. platanoides,Magnoliopsida,Sapindales,Sapindaceae,Acer,platanoides ssp. platanoides,Acer globosum,Grand arbuste,Feuillus,Inconnue,0,0.513,0
Acer pseudoplatanus,Magnoliopsida,Sapindales,Sapindaceae,Acer,pseudoplatanus,Acer pseudoplatanus v. purpureum,Arbre,Feuillus,Moyenne,21,0.509,2
Acer pseudosieboldianum,Magnoliopsida,Sapindales,Sapindaceae,Acer,pseudosieboldianum,,Arbre,Feuillus,Inconnue,9,0.513,0
Acer rubrum,Magnoliopsida,Sapindales,Sapindaceae,Acer,rubrum,,Arbre,Feuillus,Rapide,20,0.490,2
Acer rufinerve,Magnoliopsida,Sapindales,Sapindaceae,Acer,rufinerve,,Grand arbuste,Feuillus,Moyenne,3,0.513,0
Acer saccharinum,Magnoliopsida,Sapindales,Sapindaceae,Acer,saccharinum,Acer dasycarpum. Acer saccharinum var. wieri. Acer saccharinum var. laciniatum. Argentacer saccharinum,Arbre,Feuillus,Rapide,27,0.440,2
Acer saccharum,Magnoliopsida,Sapindales,Sapindaceae,Acer,saccharum,,Arbre,Feuillus,Lente,28,0.560,0
Acer saccharum v. schneckii,Magnoliopsida,Sapindales,Sapindaceae,Acer,saccharum v. schneckii,,Arbre,Feuillus,Rapide,13,0.513,0
Acer sempervirens,Magnoliopsida,Sapindales,Sapindaceae,Acer,sempervirens,,Grand arbuste,Feuillus,Moyenne,2,0.513,0
Acer shirasawanum,Magnoliopsida,Sapindales,Sapindaceae,Acer,shirasawanum,,Arbre,Feuillus,Inconnue,13,0.513,0
Acer spicatum,Magnoliopsida,Sapindales,Sapindaceae,Acer,spicatum,,Grand arbuste,Feuillus,Lente,7,0.513,0
Acer sterculiaceum ssp. franchetii,Magnoliopsida,Sapindales,Sapindaceae,Acer,sterculiaceum ssp. franchetii,,Arbre,Feuillus,Inconnue,21,0.513,0
Acer tataricum,Magnoliopsida,Sapindales,Sapindaceae,Acer,tataricum,,Grand arbuste,Feuillus,Lente,7,0.513,0
Acer tataricum ssp. ginnala,Magnoliopsida,Sapindales,Sapindaceae,Acer,tataricum ssp. ginnala,Acer ginnala,Grand arbuste,Feuillus,Moyenne,9,0.513,0
Acer tataricum ssp. semenovii,Magnoliopsida,Sapindales,Sapindaceae,Acer,tataricum ssp. semenovii,Acer semenovii,Grand arbuste,Feuillus,Inconnue,0,0.513,0
Acer triflorum,Magnoliopsida,Sapindales,Sapindaceae,Acer,triflorum,,Arbre,Feuillus,Lente,14,0.513,0
Acer truncatum,Magnoliopsida,Sapindales,Sapindaceae,Acer,truncatum,,Arbre,Feuillus,Lente,7,0.590,0
Acer velutinum,Magnoliopsida,Sapindales,Sapindaceae,Acer,velutinum,Acer velutinum v. vanvolxemii,Grand arbuste,Feuillus,Moyenne,6,0.513,0
Achatocarpus nigricans,Magnoliopsida,Caryophyllales,Achatocarpaceae,Achatocarpus,nigricans,,Arbre,Feuillus,Rapide,11,0.570,0
Acnistus arborescens,Magnoliopsida,Solanales,Solanaceae,Acnistus,arborescens,Dunalia arborescens,Grand arbuste,Feuillus,Rapide,6,0.498,0
Acokanthera oblongifolia,Magnoliopsida,Gentianales,Apocynaceae,Acokanthera,oblongifolia,,Grand arbuste,Feuillus,Moyenne,6,0.567,0
Acokanthera schimperi,Magnoliopsida,Gentianales,Apocynaceae,Acokanthera,schimperi,,Grand arbuste,Feuillus,Moyenne,5,0.567,0
Acosmium lentiscifolium,Magnoliopsida,Fabales,Fabaceae,Acosmium,lentiscifolium,,Grand arbuste,Feuillus,Inconnue,3,0.724,0
Acradenia frankliniae,Magnoliopsida,Sapindales,Rutaceae,Acradenia,frankliniae,,Grand arbuste,Feuillus,Moyenne,3,0.628,0
Acrocarpus fraxinifolius,Magnoliopsida,Fabales,Fabaceae,Acrocarpus,fraxinifolius,,Arbre,Feuillus,Rapide,24,0.592,0
Acrocomia aculeata,Liliopsida,Arecales,Arecaceae,Acrocomia,aculeata,,Arbre,Feuillus,Moyenne,14,0.557,0
Actinidia chinensis,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,chinensis,,Arbuste ou buisson,Feuillus,Moyenne,2,0.399,0
Actinostemon concolor,Magnoliopsida,Euphorbiales,Euphorbiaceae,Actinostemon,concolor,,Arbre,Feuillus,Inconnue,9,0.508,0
Actinostemon verticillatus,Magnoliopsida,Euphorbiales,Euphorbiaceae,Actinostemon,verticillatus,,Arbre,Feuillus,Inconnue,9,0.508,0
Adansonia digitata,Magnoliopsida,Malvales,Bombacaceae,Adansonia,digitata,,Arbre,Feuillus,Moyenne,21,0.276,0
Adansonia gregorii,Magnoliopsida,Malvales,Bombacaceae,Adansonia,gregorii,,Arbre,Feuillus,Rapide,7,0.570,0
Adelia ricinella,Magnoliopsida,Euphorbiales,Euphorbiaceae,Adelia,ricinella,Ricinella ricinella,Grand arbuste,Feuillus,Inconnue,10,0.508,0
Adelia vaseyi,Magnoliopsida,Euphorbiales,Euphorbiaceae,Adelia,vaseyi,,Grand arbuste,Feuillus,Inconnue,3,0.508,0
Adenanthera microsperma,Magnoliopsida,Fabales,Fabaceae,Adenanthera,microsperma,,Arbre,Feuillus,Inconnue,19,0.640,0
Adenanthera pavonina,Magnoliopsida,Fabales,Fabaceae,Adenanthera,pavonina,,Arbre,Feuillus,Rapide,15,0.687,0
Adenaria floribunda,Magnoliopsida,Myrtales,Lythraceae,Adenaria,floribunda,,Grand arbuste,Feuillus,Rapide,6,0.585,0
Adenocarpus lainzii,Magnoliopsida,Fabales,Fabaceae,Adenocarpus,lainzii,,Grand arbuste,Feuillus,Rapide,3,0.724,0
Adenostoma fasciculatum,Magnoliopsida,Rosales,Rosaceae,Adenostoma,fasciculatum,,Grand arbuste,Feuillus,Moyenne,3,0.750,0
Adenostoma sparsifolium,Magnoliopsida,Rosales,Rosaceae,Adenostoma,sparsifolium,,Grand arbuste,Feuillus,Moyenne,5,0.598,0
Adolphia californica,Magnoliopsida,Rhamnales,Rhamnaceae,Adolphia,californica,,Arbuste ou buisson,Feuillus,Inconnue,1,0.555,0
Adolphia infesta,Magnoliopsida,Rhamnales,Rhamnaceae,Adolphia,infesta,,Arbuste ou buisson,Feuillus,Inconnue,1,0.555,0
Adonidia alba,Liliopsida,Arecales,Arecaceae,Adonidia,alba,,Arbre,Résineux,Lente,26,0.557,0
Aegiceras corniculatum,Magnoliopsida,Primulales,Primulaceae,Aegiceras,corniculatum,,Grand arbuste,Feuillus,Inconnue,7,0.510,0
Aegiphila bogotensis,Magnoliopsida,Lamiales,Verbenaceae,Aegiphila,bogotensis,,Grand arbuste,Feuillus,Lente,4,0.627,0
Aegiphila elata,Magnoliopsida,Lamiales,Verbenaceae,Aegiphila,elata,,Grand arbuste,Feuillus,Inconnue,6,0.627,0
Aegiphila integrifolia,Magnoliopsida,Lamiales,Verbenaceae,Aegiphila,integrifolia,,Grand arbuste,Feuillus,Inconnue,6,0.860,0
Aegiphila martinicensis,Magnoliopsida,Lamiales,Verbenaceae,Aegiphila,martinicensis,Aegiphila martinicensis var. oligoneura,Grand arbuste,Feuillus,Rapide,5,0.627,0
Aegiphila mediterranea,Magnoliopsida,Lamiales,Verbenaceae,Aegiphila,mediterranea,,Grand arbuste,Feuillus,Inconnue,6,0.627,0
Aegiphila sellowiana,Magnoliopsida,Lamiales,Verbenaceae,Aegiphila,sellowiana,,Grand arbuste,Feuillus,Inconnue,6,0.627,0
Aegiphila truncata,Magnoliopsida,Lamiales,Verbenaceae,Aegiphila,truncata,,Arbre,Feuillus,Rapide,14,0.627,0
Aegle marmelos,Magnoliopsida,Sapindales,Rutaceae,Aegle,marmelos,,Arbre,Feuillus,Lente,13,0.826,0
Aeonium haworthii,Magnoliopsida,Rosales,Crassulaceae,Aeonium,haworthii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.570,0
Aesculus bushii,Magnoliopsida,Sapindales,Hippocastanaceae,Aesculus,x bushii,Aesculus x bississippiensis,Arbre,Feuillus,Moyenne,21,0.570,0
Aesculus californica,Magnoliopsida,Sapindales,Hippocastanaceae,Aesculus,californica,,Grand arbuste,Feuillus,Lente,10,0.570,0
Aesculus carnea,Magnoliopsida,Sapindales,Hippocastanaceae,Aesculus,x carnea,,Arbre,Feuillus,Moyenne,12,0.570,0
Aesculus chinensis,Magnoliopsida,Sapindales,Hippocastanaceae,Aesculus,chinensis,,Arbre,Feuillus,Moyenne,21,0.600,0
Aesculus flava,Magnoliopsida,Sapindales,Hippocastanaceae,Aesculus,flava,Aesculus octandra var. vestita. Aesculus indica. Aesculus octandra. Aesculus lutea. Aesculus octandra var. virginica,Arbre,Feuillus,Moyenne,19,0.347,0
Aesculus glabra,Magnoliopsida,Sapindales,Hippocastanaceae,Aesculus,glabra,,Arbre,Feuillus,Rapide,20,0.570,0
Aesculus hippocastanum,Magnoliopsida,Sapindales,Hippocastanaceae,Aesculus,hippocastanum,,Arbre,Feuillus,Moyenne,19,0.500,1
